umap2_x,umap2_y,umap3_x,umap3_y,umap3_z,cluster,title,url
1.9699402,5.84963,-1.3840636,9.495983,3.8412814,7,"Cơ cấu lại hệ thống tổ chức tín dụng, xử nghiêm hành vi sở hữu chéo",https://dantri.com.vn/kinh-doanh/co-cau-lai-he-thong-to-chuc-tin-dung-xu-nghiem-hanh-vi-so-huu-cheo-20250807203830294.htm
1.2036514,5.809263,-1.3158145,8.668286,3.5996385,1,"Không nâng giảm trừ gia cảnh với Hà Nội, TPHCM do khó triển khai",https://dantri.com.vn/kinh-doanh/khong-nang-giam-tru-gia-canh-voi-ha-noi-tphcm-do-kho-trien-khai-20250807172101256.htm
-0.02316653,4.5548773,-0.2825416,7.9128847,3.8713222,1,"5 vị ""vua ngầm"" của vương quốc bitcoin",https://dantri.com.vn/kinh-doanh/5-vi-vua-ngam-cua-vuong-quoc-bitcoin-20250806170651592.htm
0.4914795,7.361337,-1.0062404,8.632829,1.33289,1,Các hãng hàng không bán giá dùng Internet trên máy bay ra sao?,https://dantri.com.vn/kinh-doanh/cac-hang-hang-khong-ban-gia-dung-internet-tren-may-bay-ra-sao-20250807114125638.htm
1.6951312,5.695884,-1.2080637,9.002673,3.8338428,7,Thông tin mới về tiến độ thí điểm sàn giao dịch tài sản mã hóa,https://dantri.com.vn/kinh-doanh/thong-tin-moi-ve-tien-do-thi-diem-san-giao-dich-tai-san-ma-hoa-20250807163759605.htm
0.73533195,5.0590186,-0.77942175,8.202024,4.007484,1,MSB được Ngân hàng Nhà nước chấp thuận tăng vốn điều lệ lên tối đa 31.200 tỷ đồng,https://dantri.com.vn/kinh-doanh/msb-duoc-ngan-hang-nha-nuoc-chap-thuan-tang-von-dieu-le-len-toi-da-31200-ty-dong-20250808192942884.htm
0.21860966,4.824161,-0.7833145,7.8119526,4.2230334,1,Cổ phiếu F88 tăng kịch trần ngay trong phiên giao dịch đầu tiên,https://dantri.com.vn/kinh-doanh/co-phieu-f88-tang-kich-tran-ngay-trong-phien-giao-dich-dau-tien-20250808192232277.htm
0.14160417,4.7169895,-0.8474625,7.67713,4.362405,1,"VN-Index chinh phục mốc 1.580 điểm, 2 cổ phiếu VPBank, TPBank tỏa sáng",https://dantri.com.vn/kinh-doanh/vn-index-chinh-phuc-moc-1580-diem-2-co-phieu-vpbank-tpbank-toa-sang-20250807160231796.htm
0.26715684,3.973961,-0.44886157,7.101234,3.5274525,1,Trình phương án ứng phó với thuế đối ứng của Mỹ trong ngày mai,https://dantri.com.vn/kinh-doanh/trinh-phuong-an-ung-pho-voi-thue-doi-ung-cua-my-trong-ngay-mai-20250807161516963.htm
0.78082836,5.0829406,-0.7649488,8.251984,3.986654,1,Nhân viên ngân hàng nào có thu nhập bình quân hơn 40 triệu đồng/tháng?,https://dantri.com.vn/kinh-doanh/nhan-vien-ngan-hang-nao-co-thu-nhap-binh-quan-hon-40-trieu-dongthang-20250807121755656.htm
-0.21826768,4.355467,-0.3341375,7.0548077,4.142942,1,"Trung Quốc chi mạnh thâu tóm mỏ khoáng sản toàn cầu, Bắc Kinh toan tính gì?",https://dantri.com.vn/kinh-doanh/trung-quoc-chi-manh-thau-tom-mo-khoang-san-toan-cau-bac-kinh-toan-tinh-gi-20250708125423651.htm
0.06841466,4.2992682,-0.53952,7.2842417,4.0867305,1,Lý do tiền đồng mất giá dù USD yếu đi,https://dantri.com.vn/kinh-doanh/ly-do-tien-dong-mat-gia-du-usd-yeu-di-20250708115547534.htm
0.8845388,5.126754,-0.8039815,8.296877,3.9744818,1,Hơn 17 triệu tỷ đồng tín dụng bơm ra nền kinh tế sau nửa năm,https://dantri.com.vn/kinh-doanh/hon-17-trieu-ty-dong-tin-dung-bom-ra-nen-kinh-te-sau-nua-nam-20250708110207981.htm
-3.8344655,9.185666,-1.9733015,10.177696,-2.3605232,2,Ông Nguyễn Hồ Nam nắm bao nhiêu cổ phần Bamboo Capital?,https://dantri.com.vn/kinh-doanh/ong-nguyen-ho-nam-nam-bao-nhieu-co-phan-bamboo-capital-20250707194319063.htm
0.07207735,4.656769,-0.85472006,7.6252184,4.3987136,1,Những cổ phiếu hiếm hoi tăng trong ngày thị trường giảm gần 88 điểm,https://dantri.com.vn/kinh-doanh/nhung-co-phieu-hiem-hoi-tang-trong-ngay-thi-truong-giam-gan-88-diem-20250403160927568.htm
0.089667715,4.6853027,-0.8358344,7.64324,4.373161,1,"Hơn 280 mã giảm sàn trên HoSE, chứng khoán mất gần 88 điểm",https://dantri.com.vn/kinh-doanh/hon-280-ma-giam-san-tren-hose-chung-khoan-mat-gan-88-diem-20250403145632184.htm
0.08075593,4.668115,-0.8453547,7.6215544,4.3820815,1,Chứng khoán Việt giảm 80 điểm sau tin ông Trump đánh thuế cả thế giới,https://dantri.com.vn/kinh-doanh/chung-khoan-viet-giam-80-diem-sau-tin-ong-trump-danh-thue-ca-the-gioi-20250403092732363.htm
0.91216993,6.401003,-0.8988902,8.633589,2.8870633,7,"EVNNPT tập trung cao độ, chủ động ứng phó với bão Wipha",https://dantri.com.vn/kinh-doanh/evnnpt-tap-trung-cao-do-chu-dong-ung-pho-voi-bao-wipha-20250721204448742.htm
1.5402538,5.727432,-0.67063415,9.130362,3.623346,1,Hành trình 10 năm của Cỏ Mềm: Từ mỹ phẩm xanh đến những cánh rừng bền vững,https://dantri.com.vn/kinh-doanh/hanh-trinh-10-nam-cua-co-mem-tu-my-pham-xanh-den-nhung-canh-rung-ben-vung-20250721201625065.htm
1.1404288,10.724386,2.07061,9.058619,0.8179676,6,Nguyên nhân sàn hỏng sau mưa và giải pháp thay thế,https://dantri.com.vn/kinh-doanh/nguyen-nhan-san-hong-sau-mua-va-giai-phap-thay-the-20250721181555347.htm
1.2891604,6.314538,-0.8604041,9.034316,3.1727695,1,VinSpeed của tỷ phú Vượng tuyển người cho 2 dự án đường sắt cao tốc,https://dantri.com.vn/kinh-doanh/vinspeed-cua-ty-phu-vuong-tuyen-nguoi-cho-2-du-an-duong-sat-cao-toc-20250713174850003.htm
4.000857,10.062983,0.06616605,9.35676,3.536156,1,Ông Hoàng Nam Tiến kể về năng lực bất ngờ của ông Trương Gia Bình,https://dantri.com.vn/kinh-doanh/ong-hoang-nam-tien-ke-ve-nang-luc-bat-ngo-cua-ong-truong-gia-binh-20240906201223794.htm
0.7285776,5.8723407,-0.27976894,8.623348,3.1173635,1,"Hồ sơ Gojek, kỳ lân gọi xe công nghệ vừa tuyên bố rút khỏi Việt Nam",https://dantri.com.vn/kinh-doanh/ho-so-gojek-ky-lan-goi-xe-cong-nghe-vua-tuyen-bo-rut-khoi-viet-nam-20240905181010042.htm
1.0213588,5.350352,-0.0547573,8.613745,2.8433428,1,Ai đứng sau chuỗi cà phê Cộng?,https://dantri.com.vn/kinh-doanh/ai-dung-sau-chuoi-ca-phe-cong-20240904112639353.htm
4.028975,10.118624,0.17016807,9.473881,3.5752325,1,Ông Hoàng Nam Tiến hé lộ cách giúp gen Z nhanh chóng thăng tiến,https://dantri.com.vn/kinh-doanh/ong-hoang-nam-tien-he-lo-cach-giup-gen-z-nhanh-chong-thang-tien-20240827214342700.htm
0.74119455,5.5744,-0.49855208,8.38382,3.4188566,1,"Shopee thu phí hạ tầng 3.000 đồng/đơn, người bán lo phải gánh chi phí lớn",https://dantri.com.vn/kinh-doanh/shopee-thu-phi-ha-tang-3000-dongdon-nguoi-ban-lo-phai-ganh-chi-phi-lon-20250613192147389.htm
1.3256403,9.814295,1.0276059,9.472133,1.2382284,0,Thêm loạt TikToker dính lùm xùm quảng cáo yến sào chỉ hơn 10.000 đồng/lọ,https://dantri.com.vn/kinh-doanh/them-loat-tiktoker-dinh-lum-xum-quang-cao-yen-sao-chi-hon-10000-donglo-20250611185359134.htm
0.51022893,7.329199,-1.0314637,8.584464,1.3584538,1,Sun PhuQuoc Airways được cấp phép kinh doanh vận chuyển hàng không,https://dantri.com.vn/kinh-doanh/sun-phuquoc-airways-duoc-cap-phep-kinh-doanh-van-chuyen-hang-khong-20250613131942136.htm
0.09145676,7.6304545,-1.0186539,8.435527,0.93917006,8,Vụ rơi máy bay chở hơn 240 người ở Ấn Độ: Hồ sơ hãng hàng không,https://dantri.com.vn/kinh-doanh/vu-roi-may-bay-cho-hon-240-nguoi-o-an-do-ho-so-hang-hang-khong-20250612172006841.htm
1.4994565,5.300758,-0.4827403,9.018913,3.9096618,1,"""Ông chủ đối đãi bằng cái tâm, nhân viên sẽ cảm nhận được sự thân thương""",https://dantri.com.vn/lao-dong-viec-lam/ong-chu-doi-dai-bang-cai-tam-nhan-vien-se-cam-nhan-duoc-su-than-thuong-20241028163420702.htm
2.3983102,7.2377596,-1.0838418,10.355159,2.6189744,8,Người Hà Nội xếp hàng dài chờ đợi lên tàu điện đi xem diễu binh,https://dantri.com.vn/doi-song/nguoi-ha-noi-xep-hang-dai-cho-doi-len-tau-dien-di-xem-dieu-binh-20250821203410352.htm
2.887335,7.51538,-0.7764756,10.710999,2.5972967,0,Gia đình cầu thủ Duy Mạnh phát kem miễn cho người xem diễu binh,https://dantri.com.vn/doi-song/gia-dinh-cau-thu-duy-manh-phat-kem-mien-cho-nguoi-xem-dieu-binh-20250821170334349.htm
3.0636637,7.3391757,-0.8678152,10.82867,2.7950344,0,"Nữ chiến sĩ vác kèn 19kg từng gây sốt, cùng chồng góp mặt ở sự kiện A80",https://dantri.com.vn/doi-song/nu-chien-si-vac-ken-19kg-tung-gay-sot-cung-chong-gop-mat-o-su-kien-a80-20250820174448556.htm
2.629992,7.1745706,-1.0229088,10.524024,2.7212746,7,"Người dân Hà Nội trải chiếu, mang cơm nắm muối vừng chờ xem tập diễu binh",https://dantri.com.vn/doi-song/nguoi-dan-ha-noi-trai-chieu-mang-com-nam-muoi-vung-cho-xem-tap-dieu-binh-20250821142012698.htm
3.4487164,8.197833,0.06469764,11.206389,2.3885171,0,Chuyện tình chàng lính dù và nàng du kích ở sự kiện A80 hút triệu lượt xem,https://dantri.com.vn/doi-song/chuyen-tinh-chang-linh-du-va-nang-du-kich-o-su-kien-a80-hut-trieu-luot-xem-20250820161516566.htm
3.074307,7.653475,-0.47701588,10.853222,2.7609851,7,Cơ cấu giải thưởng cuộc thi ảnh “Màu cờ tôi yêu”,https://dantri.com.vn/xa-hoi/co-cau-giai-thuong-cuoc-thi-anh-mau-co-toi-yeu-20250821084508982.htm
3.1193333,7.5751176,-0.5302333,10.82205,2.7701044,7,"Mời bạn đọc tham gia cuộc thi ảnh ""Màu cờ tôi yêu""",https://dantri.com.vn/xa-hoi/moi-ban-doc-tham-gia-cuoc-thi-anh-mau-co-toi-yeu-20250814115212205.htm
3.245364,7.7184243,-0.4551295,11.068493,2.7478821,0,"Chiến sĩ cảnh sát đặc nhiệm gây sốt khi hiến tóc, tiết lộ chưa có người yêu",https://dantri.com.vn/doi-song/chien-si-canh-sat-dac-nhiem-gay-sot-khi-hien-toc-tiet-lo-chua-co-nguoi-yeu-20250820102956697.htm
2.0955122,7.7486453,-1.0069429,10.237288,1.7021296,7,Bảo tàng Lịch sử thành phố Huế sẽ tiếp nhận hàng nghìn hiện vật quý,https://dantri.com.vn/doi-song/bao-tang-lich-su-thanh-pho-hue-se-tiep-nhan-hang-nghin-hien-vat-quy-20250819162256071.htm
2.9684677,8.753737,0.34637746,10.71983,2.1691658,0,"Mẹ đảm Hà Nội chi tiền triệu bày ""góc yêu nước"" dịp 2/9, nhận mưa lời khen",https://dantri.com.vn/doi-song/me-dam-ha-noi-chi-tien-trieu-bay-goc-yeu-nuoc-dip-29-nhan-mua-loi-khen-20250818233856617.htm
1.7729481,8.100007,-0.6649956,9.825734,1.5368717,8,Chinh phục 3.300km xuyên Việt cùng Yamaha Grande,https://dantri.com.vn/doi-song/chinh-phuc-3300km-xuyen-viet-cung-yamaha-grande-20250821155511172.htm
3.201024,9.0820465,0.5856965,10.844454,2.1198852,0,Hoa Hồng 831 - Lời yêu ý nhị gửi người phụ nữ trân quý,https://dantri.com.vn/doi-song/hoa-hong-831-loi-yeu-y-nhi-gui-nguoi-phu-nu-tran-quy-20250821141758306.htm
2.976699,7.259877,-0.8896423,10.764665,2.8374598,7,"Xem hợp luyện diễu binh, cô gái Lào ấn tượng với dàn khí tài của Việt Nam",https://dantri.com.vn/doi-song/xem-hop-luyen-dieu-binh-co-gai-lao-an-tuong-voi-dan-khi-tai-cua-viet-nam-20250819095927474.htm
3.1221128,6.128515,-1.8581342,10.552354,2.9931233,7,"Nhiều người Cuba đặt tên là Hà Nội, cả nước có hơn 100 địa danh tiếng Việt",https://dantri.com.vn/doi-song/nhieu-nguoi-cuba-dat-ten-la-ha-noi-ca-nuoc-co-hon-100-dia-danh-tieng-viet-20250817103011064.htm
3.1156285,6.157761,-1.8666945,10.546248,2.99855,7,Chàng trai Cuba cảm kích chân tình người Việt: Tôi muốn sống ở đây trọn đời,https://dantri.com.vn/doi-song/chang-trai-cuba-cam-kich-chan-tinh-nguoi-viet-toi-muon-song-o-day-tron-doi-20250817184059895.htm
1.1849786,7.559233,-0.8124234,9.336942,1.5323415,8,"""Điểm bí mật"" nơi giới siêu giàu thường lưu trữ tài sản",https://dantri.com.vn/doi-song/diem-bi-mat-noi-gioi-sieu-giau-thuong-luu-tru-tai-san-20250628115407566.htm
3.300921,9.082928,0.61021626,11.058926,2.0676088,0,Cô dâu ở Hậu Giang bất ngờ nổi tiếng sau đám cưới có của hồi môn 10 tỷ đồng,https://dantri.com.vn/doi-song/co-dau-o-hau-giang-bat-ngo-noi-tieng-sau-dam-cuoi-co-cua-hoi-mon-10-ty-dong-20250614205149575.htm
1.3634366,9.837128,1.1928339,8.942914,1.3651291,1,Sự thật hộp vải 6 trái giá 181 triệu đồng/quả khiến dân mạng xôn xao,https://dantri.com.vn/doi-song/su-that-hop-vai-6-trai-gia-181-trieu-dongqua-khien-dan-mang-xon-xao-20250615114030493.htm
2.1740725,8.836721,0.038212847,9.7056055,1.855721,8,Người đàn ông làm nhà đặc biệt giá 400 triệu đồng tự xoay theo ý muốn,https://dantri.com.vn/doi-song/nguoi-dan-ong-lam-nha-dac-biet-gia-400-trieu-dong-tu-xoay-theo-y-muon-20250513211015197.htm
11.211654,9.11817,8.710823,11.290345,3.8350348,4,Nhan sắc của Hoa khôi bóng chuyền VTV Cup 2025 với chiều cao 1m82,https://dantri.com.vn/doi-song/nhan-sac-cua-hoa-khoi-bong-chuyen-vtv-cup-2025-voi-chieu-cao-1m82-20250707093911391.htm
-2.0038173,8.584526,-1.6198614,8.6751795,-1.223919,0,Video chàng trai mặc áo cử nhân lái siêu xe ở Hà Nội hút triệu lượt xem,https://dantri.com.vn/doi-song/video-chang-trai-mac-ao-cu-nhan-lai-sieu-xe-o-ha-noi-hut-trieu-luot-xem-20250625071046688.htm
3.5886228,9.263214,0.94491327,10.907636,2.3063464,0,"Chuyện tình hot girl Thái Lan ""tán đổ"" trai Việt kém 9 tuổi giờ ra sao?",https://dantri.com.vn/doi-song/chuyen-tinh-hot-girl-thai-lan-tan-do-trai-viet-kem-9-tuoi-gio-ra-sao-20250621162049444.htm
1.1194096,11.324548,2.3229508,9.490667,0.5544211,1,Éclat Wellness & Spa ứng dụng công nghệ Ultherapy Prime & Linearz trong chăm sóc da,https://dantri.com.vn/doi-song/eclat-wellness-spa-ung-dung-cong-nghe-ultherapy-prime-linearz-trong-cham-soc-da-20250819104935606.htm
1.0894028,10.948692,2.0622878,9.494917,0.7434985,1,Xu hướng dưỡng da tối giản của phụ nữ hiện đại,https://dantri.com.vn/doi-song/xu-huong-duong-da-toi-gian-cua-phu-nu-hien-dai-20250816180901659.htm
1.5722983,10.818369,2.3653572,9.074469,1.1256338,1,Tập đoàn Hương Sen ra mắt sản phẩm Push Up 247 vị lê,https://dantri.com.vn/doi-song/tap-doan-huong-sen-ra-mat-san-pham-push-up-247-vi-le-20250815135136461.htm
1.6428194,10.864837,2.430836,9.157269,1.1524999,6,HURA Deli - Hành trình truyền cảm hứng sống khỏe,https://dantri.com.vn/doi-song/hura-deli-hanh-trinh-truyen-cam-hung-song-khoe-20250809144351888.htm
3.052488,7.4653015,-0.58681196,10.668701,2.9298139,7,Những tác phẩm xuất sắc trong cuộc thi “50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng”,https://dantri.com.vn/xa-hoi/nhung-tac-pham-xuat-sac-trong-cuoc-thi-50-nam-vuot-nang-thang-mua-thap-sang-khat-vong-thinh-vuong-20250606175943359.htm
3.0485704,7.468359,-0.59516615,10.657537,2.943323,7,Cuộc thi “50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng” truyền năng lượng tích cực cho các tác giả,https://dantri.com.vn/xa-hoi/cuoc-thi-50-nam-vuot-nang-thang-mua-thap-sang-khat-vong-thinh-vuong-truyen-nang-luong-tich-cuc-cho-cac-tac-gia-20250605101557143.htm
3.0023694,7.4255857,-0.60045445,10.575286,2.980582,7,"Gần 500 tác phẩm tham gia cuộc thi “50 năm vượt nắng thắng mưa - Thắp sáng khát vọng thịnh vượng""",https://dantri.com.vn/xa-hoi/gan-500-tac-pham-tham-gia-cuoc-thi-50-nam-vuot-nang-thang-mua-thap-sang-khat-vong-thinh-vuong-20250603090720933.htm
3.0804665,7.465833,-0.55888426,10.652276,2.9238946,7,"Cuộc thi ""50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng"" gia hạn nhận bài thi",https://dantri.com.vn/xa-hoi/cuoc-thi-50-nam-vuot-nang-thang-mua-thap-sang-khat-vong-thinh-vuong-gia-han-nhan-bai-thi-20250502101623190.htm
-1.6249952,9.037884,-0.9977071,8.906998,-1.0037955,2,Cụ ông 81 tuổi đốt viện dưỡng lão vì không được đi chơi với bạn gái,https://dantri.com.vn/doi-song/cu-ong-81-tuoi-dot-vien-duong-lao-vi-khong-duoc-di-choi-voi-ban-gai-20250818223739930.htm
0.5270649,9.595244,0.83021384,8.856602,0.5296503,8,"Người đàn ông ở Cần Thơ bắt được cá rô có màu vàng hiếm lạ, to bằng bàn tay",https://dantri.com.vn/doi-song/nguoi-dan-ong-o-can-tho-bat-duoc-ca-ro-co-mau-vang-hiem-la-to-bang-ban-tay-20250817171342852.htm
1.6497685,10.725008,2.354399,9.074967,1.1892018,8,Trà mật ong Boncha thanh mát chinh phục giới trẻ trong dịp hè,https://dantri.com.vn/doi-song/tra-mat-ong-boncha-thanh-mat-chinh-phuc-gioi-tre-trong-dip-he-20250820135630315.htm
-2.0062907,8.602261,-1.5769819,8.68831,-1.2655158,2,Ba thanh niên dựng cảnh nhạy cảm trên xe Mercedes đăng tải video xin lỗi,https://dantri.com.vn/doi-song/ba-thanh-nien-dung-canh-nhay-cam-tren-xe-mercedes-dang-tai-video-xin-loi-20250817171623243.htm
1.5366768,9.465463,0.7782075,9.26958,1.3146288,0,Bộ bánh Trung thu mini độc đáo của Cái Lò Nướng,https://dantri.com.vn/doi-song/bo-banh-trung-thu-mini-doc-dao-cua-cai-lo-nuong-20250820091725918.htm
-1.4985651,8.572374,-1.2363431,8.517369,-0.9166572,8,"Thoát chết sau tai nạn giao thông kinh hoàng, cặp đôi lập tức kết hôn",https://dantri.com.vn/doi-song/thoat-chet-sau-tai-nan-giao-thong-kinh-hoang-cap-doi-lap-tuc-ket-hon-20250816201634390.htm
4.2394023,8.419201,0.4011404,11.725145,2.2116334,0,Chàng trai giống hệt hoàng đế cuối cùng của Trung Quốc đến AI cũng nhầm lẫn,https://dantri.com.vn/doi-song/chang-trai-giong-het-hoang-de-cuoi-cung-cua-trung-quoc-den-ai-cung-nham-lan-20250815220036175.htm
3.0839918,9.807906,1.3191067,10.634329,1.8646138,0,"Sinh con trong nhà vệ sinh khách sạn, người phụ nữ mới biết mình mang thai",https://dantri.com.vn/doi-song/sinh-con-trong-nha-ve-sinh-khach-san-nguoi-phu-nu-moi-biet-minh-mang-thai-20250816231956978.htm
1.4077784,6.916755,-0.6360652,9.666225,2.0897493,2,Số phận của căn nhà đứng một mình chắn giữa 2 làn đường cao tốc giờ ra sao?,https://dantri.com.vn/doi-song/so-phan-cua-can-nha-dung-mot-minh-chan-giua-2-lan-duong-cao-toc-gio-ra-sao-20250816162506445.htm
-1.348125,8.463239,-1.1705903,8.451073,-0.71526015,8,Vụ ô tô sụp hố ở Hà Nội: Tài xế kể phút bánh xe kẹt giữa đường,https://dantri.com.vn/doi-song/vu-o-to-sup-ho-o-ha-noi-tai-xe-ke-phut-banh-xe-ket-giua-duong-20250816162850032.htm
2.979221,9.280995,0.56159353,10.86721,1.8706591,0,Gia đình đông con lập bảng phân công chăm mẹ 82 tuổi gây sốt,https://dantri.com.vn/doi-song/gia-dinh-dong-con-lap-bang-phan-cong-cham-me-82-tuoi-gay-sot-20250815231815057.htm
5.033403,11.798203,0.031988677,10.676826,5.4643483,5,1.800 bài viết lan truyền cảm hứng giúp mỗi người sống tốt hơn mỗi ngày,https://dantri.com.vn/doi-song/1800-bai-viet-lan-truyen-cam-hung-giup-moi-nguoi-song-tot-hon-moi-ngay-20250815182224157.htm
2.9537878,6.01944,-1.8723387,10.459583,2.98001,1,"Người đàn ông ở Hà Nội nhận loạt tiền ""ủng hộ Cuba"" do trùng số tài khoản",https://dantri.com.vn/doi-song/nguoi-dan-ong-o-ha-noi-nhan-loat-tien-ung-ho-cuba-do-trung-so-tai-khoan-20250815192424812.htm
3.867176,9.769819,1.2478977,10.527088,2.6688514,0,"Người mẹ phi thường của tỷ phú Jeff Bezos: Sinh con tuổi 17, bế con đến lớp",https://dantri.com.vn/doi-song/nguoi-me-phi-thuong-cua-ty-phu-jeff-bezos-sinh-con-tuoi-17-be-con-den-lop-20250815155640011.htm
-1.952139,8.495327,-1.5792425,8.537024,-1.1613376,2,"Chạy xe quá tốc độ, người đàn ông bị phạt gần 3 tỷ đồng vì thu nhập cao",https://dantri.com.vn/doi-song/chay-xe-qua-toc-do-nguoi-dan-ong-bi-phat-gan-3-ty-dong-vi-thu-nhap-cao-20250813161725668.htm
1.0941535,11.96368,2.8543098,9.631854,0.25086877,6,Samsung Việt Nam tiếp tục là “Doanh nghiệp tiêu biểu vì người lao động 2025”,https://dantri.com.vn/doi-song/samsung-viet-nam-tiep-tuc-la-doanh-nghiep-tieu-bieu-vi-nguoi-lao-dong-2025-20250821102028939.htm
1.5859374,5.4148226,-0.61604327,9.07373,3.6729455,1,"Amway Việt Nam nhận giải thưởng “Top 5 doanh nghiệp tiêu biểu ASEAN""",https://dantri.com.vn/doi-song/amway-viet-nam-nhan-giai-thuong-top-5-doanh-nghiep-tieu-bieu-asean-20250820102435822.htm
3.5386698,9.193035,1.1041499,10.654484,2.5159578,1,"Tấm thảm giá 1,8 tỷ đồng, cả thế giới chỉ có một đang ở Hà Nội",https://dantri.com.vn/doi-song/tam-tham-gia-18-ty-dong-ca-the-gioi-chi-co-mot-dang-o-ha-noi-20240826063500726.htm
1.6857454,10.178065,1.6690426,9.179913,1.251776,0,Gia vị quen thuộc với người Việt nhưng hiếm thấy trên bàn ăn của Hoàng gia,https://dantri.com.vn/doi-song/gia-vi-quen-thuoc-voi-nguoi-viet-nhung-hiem-thay-tren-ban-an-cua-hoang-gia-20240818155021882.htm
3.9204872,9.6018715,1.2843312,10.713808,2.6235988,0,"Cuộc sống của đại gia U100 cưới 6 vợ, giàu có chịu chi với người đẹp",https://dantri.com.vn/doi-song/cuoc-song-cua-dai-gia-u100-cuoi-6-vo-giau-co-chiu-chi-voi-nguoi-dep-20240814115206689.htm
3.5932183,8.978405,0.70239115,11.199004,2.2997673,0,"Ái nữ nhà đại gia thuê drone xếp chữ trên trời, bắn pháo hoa mừng sinh nhật",https://dantri.com.vn/doi-song/ai-nu-nha-dai-gia-thue-drone-xep-chu-tren-troi-ban-phao-hoa-mung-sinh-nhat-20240808134241187.htm
1.7732141,6.0869627,-1.080985,9.414642,3.5606375,7,Năm giải pháp đột phá trẻ hóa đô thị Việt,https://dantri.com.vn/doi-song/nam-giai-phap-dot-pha-tre-hoa-do-thi-viet-20241116165523224.htm
3.4879153,9.668759,0.45856696,9.574401,2.387981,0,"Chàng trai mua nhà gần 1 tỷ đồng trên Amazon, được đóng gói ship về tận cửa",https://dantri.com.vn/doi-song/chang-trai-mua-nha-gan-1-ty-dong-tren-amazon-duoc-dong-goi-ship-ve-tan-cua-20241113131625587.htm
2.386268,9.013571,0.36547145,10.233265,1.8892019,0,Bố chồng ở Hải Phòng giúp con dâu dựng vườn cúc họa mi tại nhà,https://dantri.com.vn/doi-song/bo-chong-o-hai-phong-giup-con-dau-dung-vuon-cuc-hoa-mi-tai-nha-20241104112734106.htm
2.935744,9.125174,0.7040514,10.006643,2.1979182,0,"Gen Z định vị thương hiệu cá nhân: Dám khác biệt, dám đối diện",https://dantri.com.vn/doi-song/gen-z-dinh-vi-thuong-hieu-ca-nhan-dam-khac-biet-dam-doi-dien-20250402164500437.htm
2.8026116,9.148159,0.72468,9.987632,2.0413902,0,"Khi ""giang hồ, thánh chửi"" được tung hô: Văn hóa thần tượng lệch lạc!",https://dantri.com.vn/doi-song/khi-giang-ho-thanh-chui-duoc-tung-ho-van-hoa-than-tuong-lech-lac-20250403082444402.htm
3.2077014,9.03234,0.7354965,10.363091,2.1428041,0,"4 triệu người xem ""đấu tố"" tình ái: Giới trẻ dễ bị cuốn vào chuyện nhảm nhí",https://dantri.com.vn/doi-song/4-trieu-nguoi-xem-dau-to-tinh-ai-gioi-tre-de-bi-cuon-vao-chuyen-nham-nhi-20250331120923916.htm
0.8361555,6.0123844,-0.8587155,8.543718,3.2831607,1,"Kết nối linh hoạt, tối ưu chi phí vận hành với hệ sinh thái vận tải eMover",https://dantri.com.vn/doi-song/ket-noi-linh-hoat-toi-uu-chi-phi-van-hanh-voi-he-sinh-thai-van-tai-emover-20250531105837136.htm
0.5756473,6.584572,-0.04394535,8.73729,2.2425926,1,Thang máy gia đình: Lựa chọn cho nhà phố hiện đại,https://dantri.com.vn/doi-song/thang-may-gia-dinh-lua-chon-cho-nha-pho-hien-dai-20250530135440910.htm
1.0223597,10.872398,1.9069394,9.564236,0.7695682,0,La Soirée nỗ lực bảo vệ người tiêu dùng trước vấn nạn hàng giả,https://dantri.com.vn/doi-song/la-soiree-no-luc-bao-ve-nguoi-tieu-dung-truoc-van-nan-hang-gia-20250524103502522.htm
0.8907309,10.790157,1.8267972,9.464655,0.71819663,6,LA Pharma hướng dẫn cách phân biệt nước hoa Foellie chính hãng,https://dantri.com.vn/doi-song/la-pharma-huong-dan-cach-phan-biet-nuoc-hoa-foellie-chinh-hang-20250523192807315.htm
3.251658,7.5382094,-0.6272355,11.031783,2.7931163,0,"Đời thường nữ chiến sĩ có màn kẹp cổ, quật ngã ""quái xế"" ở hồ Gươm gây sốt",https://dantri.com.vn/doi-song/doi-thuong-nu-chien-si-co-man-kep-co-quat-nga-quai-xe-o-ho-guom-gay-sot-20250815110559068.htm
3.1111803,6.137056,-1.85572,10.534984,3.0065129,7,"Lời kêu gọi ủng hộ Cuba lay động triệu người Việt, ủng hộ hơn 121 tỷ đồng",https://dantri.com.vn/doi-song/loi-keu-goi-ung-ho-cuba-lay-dong-trieu-nguoi-viet-ung-ho-hon-121-ty-dong-20250815102611368.htm
0.43278998,10.098606,1.2397324,8.965919,0.33775434,6,"Thấy chó ăn nấm dại không chết, cụ ông đem nấu ăn khiến cả nhà nhập viện",https://dantri.com.vn/doi-song/thay-cho-an-nam-dai-khong-chet-cu-ong-dem-nau-an-khien-ca-nha-nhap-vien-20250815104659949.htm
